,location_name,address
5989,Center for New Horizons,"4150 S. King Drive, Chicago, IL 60653"
5990,Plant City High School,"1 Raider Place, Plant City, FL 33563"
5991,Gibb's High School,"850 34th Street South, St. Petersburg, FL 33771"
5992,Milton Middle School,"20 East Madison Avenue, Milton, WI 53563"
5993,Adult Learning Center Osceola,"2320 New Beginnings Road, Kissimmee, FL 34744"
5994,Dr. Phillips High School,"6500 Turkey Lane Road, Orlando, FL 32819"
5995,Osceola High School,"420 S. Thacker Avenue, Kissimmee, FL 34741"
5996,Elgin Community College,"1700 Spartan Drive, Elgin, IL 60123"
5997,Northwestern Medicine Woodstock Hospital,"3701 Doty Road, Woodstock, IL 60098"
5998,Virginia Lake School,"925 N Glenn Drive, Palatine, IL 60074"
5999,John Middleton School,"8300 St. Louis Avenue, Skokie, IL 60076"
6000,National University of Health Sciences,"200 E Roosevelt Rd, Lombard, IL 60148-4583"
6001,National University of Health Sciences at St. Petersburg College (Caruth Health Education Center),"7200 66th Street N, Pinellas Park, FL 33733"
6002,Niles School of Cosmetology,"8057 N. Milwaukee Avenue, Niles, IL 60714"
6003,North Central College,"30 N Brainard St, Naperville, IL 60540"
6004,North Central College at Naperville South,"2244 W. 95th Street, Naperville, IL 60564"
6005,North Park University,"3225 W Foster Ave, Chicago, IL 60625-4895"
6006,North Park University at Forest View Educational Center,"2121 S. Goebbert Road, Arlington Heights, IL 60005"
6007,North Park University at Casa Central,"1341 N. California, Chicago, IL 60622"
6008,North Park University at McHenry Community College,"8900 US Hwy. 14, Crystal Lake, IL 60012-2761"
6009,North Park University at University Center of Lake County,"1200 University Center Drive, Grays Lake, IL 60030"
6010,North Park University at Waukegan,"1 N. Genesee, Waukegan, IL 60085"
6011,North Park Theological Seminary - Crest Hill location,"16830 Rte 53, Crest Hill, IL 60403"
6012,North Park Theological Seminary - Scotts Valley location,"1050 Lockhart Gulch Rd, Scotts Valley, CA 95066"
6013,Stateville Correctional Center,"16830 Route 53, Crest Hill, IL 60403"
6014,Northern Baptist Theological Seminary,"410 Warrenville Rd, Lisle, IL 60532"
6015,"Northern Baptist Theological Seminary - Chicago, IL","7522 S Greenwood Ave, Chicago, IL 60619"
6016,Northern Illinois University,"Altgeld Hall 300, Office of the President, Dekalb, IL 60115-2828"
6017,Northern Illinois University at Naperville,"1120 East Diehl Road, Naperville, IL 60563"
6018,Northern Illinois University at Rockford,"8500 East State Street, Rockford, IL 61108"
6019,Northern Illinois University at Hoffman Estates,"5555 Trillium Drive, Hoffman Estates, IL 60192"
6020,Northern Illinois University at Lorado Taft Field Campus,"1414 North River Road, Oregon, IL 61061"
6021,Northern Illinois University at Ivy Hall School,"1072 Ivy Hall Lane, Buffalo Grove, IL 60089"
6022,Northern Illinois University at Carl Schurz High School,"3601 N. Milwaukee Av, Chicago, IL 60641"
6023,Northern Illinois University at Moody Bible Institute,"821 N. Wells, Chicago, IL 60610"
6024,Northern Illinois University at Wilbur Wright College,"1645 N. California, Chicago, IL 60647"
6025,Northern Illinois University at Comm HS District Office 155,"One South Virginia Road, Crystal Lake, IL 60014"
6026,Northern Illinois University at Oakton Community College,"1600 East Gold Road, Des Plaines, IL 60016"
6027,Northern Illinois University at Elgin Community College,"1700 Spartan Drive, Elgin, IL 60123-7193"
6028,Northern Illinois University at College of DuPage,"425 Fawell Blvd., Glen Ellyn, IL 60137"
6029,Northern Illinois University at University Center of Lake County - Grayslake,"1200 University Center Drive, Grayslake, IL 60030"
6030,Northern Illinois University at Joliet Professional Development Alliance,"2705 McDonough Street, Joliet, IL 60436"
6031,Northern Illinois University at Heartland Community College,"1500 W. Raab Road, Normal, IL 61761-9446"
6032,Northern Illinois University at Churchill Elementary,"520 Secretariat Lane, Oswego, IL 60543"
6033,Northern Illinois University at Illinois Valley Community College,"321 West Main Street, Ottawa, IL 61350"
6034,Northern Illinois University at Harper College,"1200 W Algonquin Rd, Palatine, IL 60067-7398"
6035,Northern Illinois University at Waubonsee Community College,"One Waubonsee Drive, Sugar Grove, IL 60554"
6036,Northern Illinois University at Vernon Hills High School,"145 N Lakeview Parkway, Vernon Hills, IL 60061"
6037,Northern Illinois University at MUC Oak Brook,"1010 Jorie Blvd, Oak Brook, IL 60523"
6038,Northern Illinois University at Deicke Center for Visual Rehab,"219 Easy Cole Ave, Wheaton, IL 60187"
6039,Northern Illinois University at Good Shepherd Hospital,"450 West Highway 22, Barrington, IL 60010"
6040,Northern Illinois University at Elgin High School,"1200 Maroon Drive, Elgin, IL 60120"
6041,Northern Illinois University at Illinois Institute of Technology,"201 East Loop Road, Wheaton, IL 60187-8489"
6042,Northern Illinois University at Alexian Brothers Medical Center,"1650 Moon Lake Blvd, Hoffman Estates, IL 60169"
6043,Northern Illinois University at Sandoval Elementary,"5534 S Saint Louis Ave, Chicago, IL 60629"
6044,Northern Illinois University at Chicago Hope Academy,"2189 W. Bowler Street, Chicago, IL 60612"
6045,Northern Illinois University at Neil Armstrong Elementary School,"1320 Kingsdale Road, Hoffman Estates, IL 60194"
6046,Northern Illinois University at Provena Mercy Hospital,"1325 N. Highland Ave, Aurora, IL 60506"
6047,Northern Illinois University at Provena St Joseph Hospital,"77 N Airlite St, Elgin, IL 60123-4998"
6048,Northern Illinois University at Tech-Cor,"100 E Palatine Rd, Wheeling, IL 60090"
6049,Northern Illinois University at Deer Path Middle School,"155 West Deerpath, Lake Forest, IL 60045"
6050,Northern Illinois University at New Trier High School,"7 Happ Road, Northfield, IL 60093"
6051,Northern Illinois University at PALS Coal Valley,"220 West 23rd Ave, Coal Valley, IL 61204"
6052,Northern Illinois University at PALS Rockford,"4021 Morsay Drive, Rockford, IL 61107"
6053,Northern Illinois University at PALS Shorewood,"405 Earl Road, Shorewood, IL 60404"
6054,Northern Illinois University at Harlem High School,"1 Huskie Circle, Machesney Park, IL 61115"
6055,Northern Illinois University at University Center of Lake County - Waukegan,"One N. Genesee Street, Suite 300, Waukegan, IL 60085"
6056,Northern Illinois University at St. Charles North High School,"255 Red Gate Road, St. Charles, IL 60175"
6057,Unity East Jr. High School,"2100 S. Laramie, Cicero, IL 60804"
6058,Heritage Middle School,"6021 S. 74th Ave., Summit, IL 60501"
6059,Rock Valley College,"3301 North Mulford Road, Rockford, IL 61114"
6060,Central School Glencoe District 35,"620 Greenwood Avenue, Glencoe, IL 60022"
6061,Navistar,"2701 Navistar Drive, Lisle, IL 60532"
6062,Kishwaukee College,"21193 Malta Road, Malta, IL 60150"
6063,Mackaben Elementary School,"800 Academic Drive, Algonquin, IL 60102"
6064,Elgin Community College,"1700 Spartan Drive, Elgin, IL 60123"
6065,Elmhurst District 205 Center,"162 S. York, Elmhurst, IL 60126"
6066,Huntley District Office #158,"650 Dr. John Burkey Drive, Algonquin, IL 60102"
6067,Little City,"1760 W. Algonquin Rd., Palatine, IL 60067"
6068,Northwestern Memorial Hospital,"251 East Huron Street, Chicago, IL 60611"
6069,Northwestern University,"633 Clark St, Evanston, IL 60208"
6070,Northwestern University - Chicago Downtown Campus,"339 East Chicago Avenue, Chicago, IL 60611"
6071,Northwestern University - Kellogg School of Management Miami Campus,"95 Mewrrick Way, Suite 100, Coral Gables, FL 33134-5308"
6072,McGaw Medical Center of Northwestern University,"Abbot Hall, Suite 1205, 710 North Lake Shore Drive, Chicago, IL 60611-3078"
6073,"Northwestern University, Washington, DC","1301 K Street NW, Washington, DC 20005"
6074,Northeastern Illinois University,"5500 N Saint Louis Ave, Chicago, IL 60625-4699"
6075,Northeastern Illinois University at University Center of Lake County,"1200 University Center Drive, Grayslake, IL 60030-2614"
6076,Northeastern Illinois University at Jacob H. Carruthers Center,"700 East Oakwood Boulevard, Chicago, IL 60653"
6077,Northeastern Illinois University at El Centro,"3199 North Pulaski Road, Chicago, IL 60641"
6078,Northeastern Illinois University Township HS District 211,"Schaumburg HS 1100 West Shaumburg Road, Schaumburg, IL 60194-4150"
6079,Oswego School District 308,"4175 Route 71, Oswego, IL 60543"
6080,Proviso Area-Exceptional Child,"1636 S. 10th Ave., Maywood, IL 60153"
6081,James B. Conant High School,"700 E. Cougar Trail, Hoffman Estates, IL 60169"
6082,John Hersey High School District 214,"1900 E. Thomas St., Arlington Heights, IL 60004"
6083,Evanston Township High School,"1600 Dodge Ave., Evanston, IL 60201"
6084,Oakton Community College,"1600 E Golf Rd., Des Plaines, IL 60016-1268"
6085,Oakton Community College - Ray Hartstein Campus,"7701 Lincloln Avenue, Skokie, IL 60077"
6086,Oakton Community College at St. Francis School of Radiography,"355 Ridge Ave., Evanston, IL 60202"
6087,Stateville Correctional Facility,"16830 S. Broadway St., PO Box 112, Joliet, IL 60434"
6088,Oehrlein School of Cosmetology,"100 Meadow Ave, East Peoria, IL 61611"
6089,Olivet Nazarene University,"One University Avenue, Bourbonnais, IL 60914-2271"
6090,Olivet Nazarene University at John Hersey High School,"1900 East Thomas Street, Arlington Heights, IL 60004-4320"
6091,Olivet Nazarene University at Metea Valley High School,"1801 N. Eola Road, Aurora, IL 60502-7065"
6092,Olivet Nazarene University at West Aurora High School,"1201 West New York Street, Aurora, IL 60506-3667"
6093,Olivet Nazarene University at Wolf's Crossing Elementary,"3015 Heggs Road, Aurora, IL 60503"
6094,Olivet Nazarene University at Advocate Good Shepard Hospital,"450 W. Hwy. 22, Barrington, IL 60010-7509"
6095,Olivet Nazarene University at West Cook Intermediate Service Center,"2701 W. Washington B, Bellwood, IL 60104-1936"
6096,Olivet Nazarene University at Fenton High School,"1000 West Green Street, Bensenville, IL 60106-2008"
6097,Olivet Nazarene University at Northlake Middle School,"202 S. Lakewood Avenue, Berkley, IL 60163"
6098,Olivet Nazarene University at Heritage Middle School,"6850 31st Street, Berwyn, IL 60402-3058"
6099,Olivet Nazarene University at Eisenhower High School,"12700 S. Sacramento Avenue, Blue Island, IL 60406-1822"
6100,Olivet Nazarene University at Bolingbrook High School,"365 Raider Way, Bolingbrook, IL 60440-4893"
6101,Olivet Nazarene University at Hubert Humphrey Middle School,"777 Falconridge Way, Bolingbrook, IL 60440-2200"
6102,Olivet Nazarene University at Reed Custer High School,"249 Comet Drive, Braidwood, IL 60408-2029"
6103,Olivet Nazarene University at Aero Educational Center,"7600 S. Mason Avenue, Burbank, IL 60459-1200"
6104,Olivet Nazarene University at Reavis High School,"6034 W. 77th Street, Burbank, IL 60459"
6105,Olivet Nazarene University at Parkland College,"2400 W. Bradley Avenue, Champaign, IL 61821"
6106,Olivet Nazarene University at Minooka High School - South Campus,"26655 W. Eames Street, Channahon, IL 60410-5380"
6107,Olivet Nazarene University at Advocate Illinois Masonic Hospital,"836 West Wellington, Chicago, IL 60657-5147"
6108,Olivet Nazarene University at Advocate Medical Group - Skyes Building,"2545 S. King Drive, Chicago, IL 60616-2441"
6109,Olivet Nazarene University at Advocate Medical Group - Beverly Center,"9831 S. Western Avenue, Chicago, IL 60643-1790"
6110,Olivet Nazarene University at Chicago Hope Academy,"2189 West Bowler Street, Chicago, IL 60612-4201"
6111,Olivet Nazarene University at Family Worship Center,"5758 West Fillmore Street, Chicago, IL 60644-5424"
6112,Olivet Nazarene University at First Baptist Congregational Church,"1613 West Washington Blvd., Chicago, IL 60612-2612"
6113,Olivet Nazarene University at Jackson Park Hospital & Medical Center,"7531 Stony Island Avenue, Chicago, IL 60649-3993"
6114,Olivet Nazarene University at John H. Stroger Hospital of Cook County,"1900 W. Polk Street, Chicago, IL 60612-3723"
6115,Olivet Nazarene University at Monument of Faith,"2750 W. Columbus Ave, Chicago, IL 60652-1727"
6116,Olivet Nazarene University at Mt. Sinai Hospital,"California Ave. at 15th Street, Chicago, IL 60608"
6117,Olivet Nazarene University at Norwegian American Hospital,"1044 N. Francisco Ave, Chicago, IL 60622-2743"
6118,Olivet Nazarene University at One Financial Place,"440 S. LaSalle Street, Chicago, IL 60605-1028"
6119,Olivet Nazarene University at Prayer Faith Outreach Ministries,"944 West 103rd Street, Chicago, IL 60643-2348"
6120,Olivet Nazarene University at RML Specialty Hospital,"3435 W. Van Buren Street, Suite 1, Chicago, IL 60624-3308"
6121,Olivet Nazarene University at Roseland Hospital,"45 W. 111th Street, Chicago, IL 60628-4200"
6122,Olivet Nazarene University at Salem Baptist Church of Chicago,"10909 S. Cottage Grove, Chicago, IL 60628-3812"
6123,Olivet Nazarene University at Shore Bank,"7936 South Cottage Grove, Chicago, IL 60619-3991"
6124,Olivet Nazarene University at St. Bernard Hospital,"324 W. 64th Street, Chicago, IL 60621-3118"
6125,Olivet Nazarene University at Sweet Holy Spirit Church of Chicago,"8621 S. South Chicago, Chicago, IL 60617-2315"
6126,Olivet Nazarene University at Washington High School,"3535 East 114th St., Chicago, IL 60617-7008"
6127,Olivet Nazarene University at Young School,"1434 North Parkside Avenue, Chicago, IL 60651-1106"
6128,Olivet Nazarene University at Provident Hospital of Cook County,"500 E. 51st Street, Chicago, IL 60615-2400"
6129,Olivet Nazarene University at South Cook Intermediate Service Center,"253 W. Joe Orr Road, Chicago Heights, IL 60411-1744"
6130,Olivet Nazarene University at St. James Hospital,"1423 Chicago Road, Chicago Heights, IL 60411-3400"
6131,Olivet Nazarene University at Washington Junior High School,"25 West 16th Place, Chicago Heights, IL 60411-3475"
6132,Olivet Nazarene University at Coal City Elementary School,"300 N. Broadway Street, Coal City, IL 60416-1043"
6133,Olivet Nazarene University at Crescent City Grade School,"600 South Street, Crescent City, IL 60928"
6134,Olivet Nazarene University at Crete-Monee District Office,"1500 Sangamon Street, Crete, IL 60417-2831"
6135,Olivet Nazarene University at Algonquin Middle School,"767 East Algonquin R, Des Plaines, IL 60016-6251"
6136,Olivet Nazarene University at Dwight High School  District 230,"801 South Franklin Street, Dwight, IL 60420-1339"
6137,Olivet Nazarene University at Elgin High School,"1200 Maroon Drive, Elgin, IL 60120-8145"
6138,Olivet Nazarene University at Provena St. Joseph Hospital/St. Claire Building,"1885 Lin Lor Lane, Elgin, IL 60123-5027"
6139,Olivet Nazarene University at Alexian Brothers Medical Center,"800 Biesterfield Road, Elk Grove Village, IL 60007-3361"
6140,Olivet Nazarene University at Elmwood Park High School,"8201 Fullerton Avenue, Elmwood Park, IL 60707-2449"
6141,Olivet Nazarene University at Evanston Township H.S.,"1600 Dodge Avenue, Evanston, IL 60201"
6142,Olivet Nazarene University at Little Company of Mary Hospital,"2800 W. 95th Street, Evergreen Park, IL 60805-2701"
6143,Olivet Nazarene University at Homewood Flossmoor H.S.,"999 Kedzie Avenue, Flossmoor, IL 60422-2248"
6144,Olivet Nazarene University at Ingalls Family Care Center,"19550 Governors Hwy., Flossmoor, IL 60422-2125"
6145,Olivet Nazarene University at Julian Rogus School,"20027 S. 88th Avenue, Frankfort, IL 60423-8551"
6146,Olivet Nazarene University at Lincoln Way East H.S.,"201 Colorado Avenue, Frankfort, IL 60423"
6147,Olivet Nazarene University at Gardner Grade School,"598 N. Elm Street, Gardner, IL 60424-7050"
6148,Olivet Nazarene University at Delnor Hospital,"300 Randall Road, Geneva, IL 60134-4200"
6149,Olivet Nazarene University at Iroquois West High School,"529 E. Second Street, Gilman, IL 60938"
6150,Olivet Nazarene University at Brookwood Junior High District 167,"201 Glenwood-Dyer Road, Glenwood, IL 60425-1845"
6151,Olivet Nazarene University at College of Lake County,"19351 West Washington Street, Grayslake, IL 60030-1148"
6152,Olivet Nazarene University at University Center of Lake County,"1200 University Center Drive, Grayslake, IL 60030-2614"
6153,Olivet Nazarene University at Advocate South Suburban Hospital,"17800 S. Kedzie Avenue, Hazel Crest, IL 60429-2029"
6154,Olivet Nazarene University at Hazel Crest 152.5 District Office,"1910 West 170th Street, Hazel Crest, IL 60429-1363"
6155,Olivet Nazarene University at Advocate Trinity Hospital,"2320 E. 93rd Street, Homer Glen, IL 60491-7811"
6156,Olivet Nazarene University at Goodings Grove Elementary,"12914 W. 143rd Street, Homer Glen, IL 60491-7811"
6157,Olivet Nazarene University at Oak Prairie School,"15161 S. Gougar Road, Homer Glen, IL 60491-6750"
6158,Olivet Nazarene University at Hometown Elementary School,"8870 S. Duffy Avenue, Hometown, IL 60453"
6159,Olivet Nazarene University at Joliet Township High School,"300 Caterpillar Drive, Joliet, IL 60436-1047"
6160,Olivet Nazarene University at Joliet West High School,"401 N. Larkin Avenue, Joliet, IL 60435-6606"
6161,Olivet Nazarene University at Professional Develop Alliance,"2705 McDonough Street, Joliet, IL 60436-9701"
6162,Olivet Nazarene University at Kankakee Community College,"100 College Drive, Kankakee, IL 60901-6505"
6163,Olivet Nazarene University at Provena St. Mary's Hospital,"500 W. Court Street, Kankakee, IL 60901-3661"
6164,Olivet Nazarene University at Riverside Medical Center,"350 N. Wall Street, Kankakee, IL 60901-2901"
6165,Olivet Nazarene University at Lemont Township H.S.,"800 Porter Street, Lemont, IL 60439-3777"
6166,Olivet Nazarene University at Old Quarry Middle School,"16100 W. 127th Street, Lemont, IL 60439"
6167,Olivet Nazarene University at River Valley Middle School,"15425 W 127th St, Lemont, IL 60439"
6168,Olivet Nazarene University at Condell,"303 Cleveland Avenue, Libertyville, IL 60048-3247"
6169,Olivet Nazarene University at Kennedy Junior High,"2929 Green Trails Drive, Lisle, IL 60532-6262"
6170,"Olivet Nazarene University at Molex, INC","222 Wellington Court, Lisle, IL 60532-3831"
6171,Olivet Nazarene University at Lockport East Campus,"1333 E. 7th Street, Lockport, IL 60441-3823"
6172,Olivet Nazarene University at DuPage Regional Office of Education - Professional Development Center,"1519 S. Grace Street, Lombard, IL 60148-4649"
6173,Olivet Nazarene University at Matteson Elementary District,"6206 Vollmer Road, Matteson, IL 60443"
6174,Olivet Nazarene University at Rock of Ages Church - Spiritual Growth and Development Center,"1405 Madison Street, Maywood, IL 60153-1821"
6175,Olivet Nazarene University at Northern Illinois Medical Center,"4201 Medical Center Drive, McHenry, IL 60050-8409"
6176,Olivet Nazarene University at Westlake Hospital,"1225 West Lake Street, Melrose Park, IL 60160-4039"
6177,Olivet Nazarene University at Bremen High School,"15203 Pulaski Road, Midlothian, IL 60445-3755"
6178,Olivet Nazarene University at Minooka Intermediate,"305 Church Street, Minooka, IL 60447"
6179,Olivet Nazarene University at Mokena Elementary,"11244 Willowcrest Lane, Mokena, IL 60448-1334"
6180,Olivet Nazarene University at Lakewood Creek Elementary,"2301 Lakewood Creek, Montgomery, IL 60538-4140"
6181,Olivet Nazarene University at Morris Hospital and HealthCare Centers,"1510 West High Street, Morris, IL 60450"
6182,Olivet Nazarene University at Shabbona Middle School,"725 School Street, Morris, IL 60450"
6183,Olivet Nazarene University at White Oak Elementary,"2001 DuPont Avenue, Morris, IL 60450-3605"
6184,Olivet Nazarene University at Calvary Church,"9S200 State Route 59, Naperville, IL 60564-7001"
6185,Olivet Nazarene University at Lincoln Junior High,"1320 South Olympus Dr., Naperville, IL 60565-1258"
6186,Olivet Nazarene University at Neuqua Valley High School,"2360 95th Street, Naperville, IL 60564-8934"
6187,Olivet Nazarene University at Washington Commons,"900 East Diehl Road, Suite 130, Naperville, IL 60563-7800"
6188,Olivet Nazarene University at Washington Junior High School,"201 N. Washington St, Naperville, IL 60540-4513"
6189,Olivet Nazarene University at Alex M. Martino Jr. High,"731 E. Joliet Hwy., New Lenox, IL 60451-1917"
6190,Olivet Nazarene University at Liberty Junior High School,"151 Lenox Street, New Lenox, IL 60451-1189"
6191,Olivet Nazarene University at Spencer Crossing Elementary,"1711 S. Spencer Road, New Lenox, IL 60451-2373"
6192,Olivet Nazarene University at Gemini Junior High School,"8955 Greenwood, Niles, IL 60714-1416"
6193,Olivet Nazarene University at Advocate BroMenn Hospital,"1304 Franklin Avenue, Normal, IL 61761"
6194,Olivet Nazarene University at Oak Forest High School,"15201 South Central Avenue, Oak Forest, IL 60452-2101"
6195,Olivet Nazarene University at Advocate Hope Children's Hospital,"4440 W. 95th Street, Oak Lawn, IL 60453-2600"
6196,Olivet Nazarene University at Harnew Elementary School,"9101 S. Meade, Oak Lawn, IL 60453"
6197,Olivet Nazarene University at Kolb Elementary School,"9620 Normandy Avenue, Oak Lawn, IL 60453-2131"
6198,Olivet Nazarene University at Oak Lawn Community H.S.,"9400 Southwest Highway, Oak Lawn, IL 60453"
6199,Olivet Nazarene University at Rush Oak Park Hospital,"520 S. Maple Avenue, Oak Park, IL 60304"
6200,Olivet Nazarene University at OakBrook International Office Center,"2809 Butterfield Road, Suite 210, Oakbrook, IL 60523-1162"
6201,Olivet Nazarene University at St. James Hospital - Olympia Fields,"20201 S. Crawford Avenue, Olympia Fields, IL 60461-1010"
6202,Olivet Nazarene University at Advocate Health Center,"29 Orland Square Drive, Orland Park, IL 60462-3206"
6203,Olivet Nazarene University at Consolidated High School District 230 Office,"15100 South 94th Ave, Orland Park, IL 60462-3865"
6204,Olivet Nazarene University at Oswego East High School,"1525 Harvey Road, Oswego, IL 60543-8290"
6205,Olivet Nazarene University at Oswego High School,"4250 Route 71, Oswego, IL 60543-8341"
6206,Olivet Nazarene University at Prairie Point Elementary School,"3650 Grove Road, Oswego, IL 60543"
6207,Olivet Nazarene University at Oak Ridge Elementary School,"8791 W. 103rd Street, Palos Hills, IL 60465"
6208,Olivet Nazarene University at Advocate Lutheran General Hospital,"1775 W. Dempster Street, Park Ridge, IL 60068-1143"
6209,Olivet Nazarene University at Plainfield Central Elementary,"23723 Getson Drive, Plainfield, IL 60544-3001"
6210,Olivet Nazarene University at Plainfield Central High School,"611 West Fort Beggs Drive, Plainfield, IL 60544-1877"
6211,Olivet Nazarene University at Timber Ridge Middle School,"2101 Bronk Road, Plainfield, IL 60544"
6212,Olivet Nazarene University at Emily G. Johns Elementary School,"430 South Mitchell D, Plano, IL 60545-9001"
6213,Olivet Nazarene University at Plano High School,"704 W. Abe Street, Plano, IL 60545-1180"
6214,Olivet Nazarene University at St. Alphonsus Liguori School,"411 North Wheeling Road, Prospect Heights, IL 60070-3400"
6215,Olivet Nazarene University at Rantoul J.W. Eater High School,"400 E. Wabash, Rantoul, IL 61866-3013"
6216,Olivet Nazarene University at Diocese of Rockford,"555 Coleman Center Drive, Rockford, IL 61125-7044"
6217,Olivet Nazarene University at Rockford Memorial Hospital,"2400 N. Rockton Avenue, Rockford, IL 61103-3655"
6218,Olivet Nazarene University at Swedish American Hospital,"1401 E. State Street, Rockford, IL 61104"
6219,Olivet Nazarene University at Chicago Regional Center,"3601 Algonquin, Rolling Meadows, IL 60008-3126"
6220,Olivet Nazarene University at Holiday Inn,"3405 Algonquin Road, Rolling Meadows, IL 60008"
6221,Olivet Nazarene University at Intercontinental Hotel,"5300 N. River Road, Rosemont, IL 60018-5400"
6222,Olivet Nazarene University at Kenyon Woods Middle School,"2929 Green Trails Drive, South Elgin, IL 60532"
6223,Olivet Nazarene University at Madison School,"15700 Orchid Drive, South Holland, IL 60473"
6224,Olivet Nazarene University at Seton Academy,"16100 Seton Road, South Holland, IL 60473-1863"
6225,Olivet Nazarene University at South Holland District Office,"320 E. 161st Place, South Holland, IL 60473"
6226,Olivet Nazarene University at Thornwood High School,"17101 South Park Avenue, South Holland, IL 60473-3484"
6227,Olivet Nazarene University at Columbia Central School,"94 W. Richton Road, Steger, IL 60475-1821"
6228,Olivet Nazarene University at Argo Community High School,"7329 W. 63rd Street, Summit, IL 60501-1817"
6229,Olivet Nazarene University at Carle Foundation Hospital - Main Campus,"602 W. University Avenue, Urbana, IL 61801-2530"
6230,Olivet Nazarene University at Urbana School District 116,"205 N. Race Street, Urbana, IL 61801-2680"
6231,Olivet Nazarene University at Vernon Hills High School,"145 Lakeview Parkway, Vernon Hills, IL 60061-1566"
6232,Olivet Nazarene University at Glenn Raymond Middle School,"101 East Mulberry Street, Watseka, IL 60970-1676"
6233,Olivet Nazarene University at Family First Center,"202 S. Genesee, Waukegan, IL 60085-6543"
6234,Olivet Nazarene University at Jesus Name Apostolic Church,"208 Lake Street, Waukegan, IL 60085-6547"
6235,Olivet Nazarene University at University Center at Waukegan,"1 N. Genesee St., Suite 300, Waukegan, IL 60085-8116"
6236,Olivet Nazarene University at Lowell Elementary School,"312 South President, Wheaton, IL 60187-5738"
6237,Olivet Nazarene University at Wheaton North High School,"701 W. Thomas Road, Wheaton, IL 60187-3141"
6238,Olivet Nazarene University at Wheeling High School,"900 S. Elmhurst Road, Wheeling, IL 60090-5507"
6239,Olivet Nazarene University at Centegra Memorial Medical Center - South,"527 W. South Street, Woodstock, IL 60098-3756"
6240,Olivet Nazarene University at Centegra Memorial Medical Center - Main Campus,"3701 Doty Road, Woodstock, IL 60098-7509"
6241,Olivet Nazarene University at Worth Junior High School,"11151 S. New England Avenue, Worth, IL 60482-1808"
6242,Olivet Nazarene University at Worthwoods Elementary,"11000 S. Oketo Avenue, Worth, IL 60482-1009"
6243,Olivet Nazarene University at Midwestern Regional Med Center,"2520 Elisha Avenue, Zion, IL 60099"
6244,Olivet Nazarene University at North Ridge Middle School,"1619 North Jackson Street, Danville, IL 61832-1879"
6245,Olivet Nazarene University at Thornridge High School,"15000 Cottage Grove, Dolton, IL 60419-2738"
6246,Olivet Nazarene University at Queen Bee 16 Professional Development Center,"1525 Bloomingdale Road, Glendale Heights, IL 60139-2733"
6247,Olivet Nazarene University at OAK Orthopedics,"1405 West Park Street, Urbana, IL 61801-2359"
6248,Olivet Nazarene University at Highland Community College,"2998 West Pearl City Road, Freeport, IL 61032-9341"
6249,Olivet Nazarene University at Illinois Valley Community College,"815 N. Orlando Smith Road, Oglesby, IL 61348-9692"
6250,Olivet Nazarene University at West 40 Intermediate Service Center,"4413 Roosevelt Road, Hillside, IL 60166-2074"
6251,Olivet Nazarene University at Alcott High School,"2957 N. Hoyne Avenue, Chicago, IL 60618-8208"
6252,Olivet Nazarene University at Sullivan High School,"6631 N. Bosworth Avenue, Chicago, IL 60626-4223"
6253,Olivet Nazarene University at Lincoln Elementary School,"910 Forest Avenue, Evanston, IL 60202-1474"
6254,Olivet Nazarene University at DACC Hoopeston Learning Center,"847 E. Orange Avenue, Hoopeston, IL 60942-1802"
6255,Olivet Nazarene University at Carle Hospital,"611 W. Park Street, Urbana, IL 61801-2500"
6256,Olivet Nazarene University at Sherman Hospital,"934 Center Street, Elgin, IL 60120"
6257,Olivet Nazarene University at Palmer House,"17 East Monror, Chicago, IL 60603-5605"
6258,Olivet Nazarene University at Burroughs School,"3542 S. Washtenaw, Chicago, IL 60632-1639"
6259,Olivet Nazarene University at Family Education Center,"1204 Van Buren, Maywood, IL 60153-1846"
6260,Olivet Nazarene University at Morrill Math & Science,"6011 S. Rockwell Street, Chicago, IL 60629-1133"
6261,Olivet Nazarene University at Clark School,"1045 S. Monitor Avenue, Chicago, IL 60644-5434"
6262,Olivet Nazarene University at Harvey School,"320 East 161st Place, Harvey, IL 60473-1498"
6263,Olivet Nazarene University at Schubert Elementary,"2727 N. Long Avenue, Chicago, IL 60639"
6264,Olivet Nazarene University at Burbank (Luther) School,"2035 N. Mobile, Chicago, IL 60639"
6265,Olivet Nazarene University at Carl Sandburg High School,"13300 S. LaGrange Road, Orland Park, IL 60462"
6266,Olivet Nazarene University at South Suburban College,"15800 S. State Street, South Holland, IL 60473"
6267,Olivet Nazarene University at NW Free Baptist Church,"5318 West Diversey Avenue, Chicago, IL 60639-1513"
6268,Olivet Nazarene University at Hoover Schrum Memorial,"485 165th Street, Calumet City, IL 60409-6255"
6269,Olivet Nazarene University at The Community House,"415 West Eighth Street, Hindsdale, IL 60521-4451"
6270,Olivet Nazarene University at The Hub Building,"247 S. State Street, Chicago, IL 60604-2053"
6271,Olivet Nazarene University at Shore Bank (Bronzville Banking Center),"3401 S. King Drive, Chicago, IL 60616"
6272,Olivet Nazarene University at Harold Washington Library,"400 South State Street, Chicago, IL 60605-1203"
6273,Olivet Nazarene University at Pilsen Wellness Center,"2319 South Damen Ave, Chicago, IL 60605-1203"
