,location_name,address
27188,San Bernardino County Department of Behavioral Health,"1950 Sunwest Lane Suite 200, San Bernardino, CA 92408"
27189,Sharp HealthCare,"7850 Vista Hill Avenue, San Diego, CA 92123-2790"
27190,Providence Saint John's Health Center,"1339 20th Street, Santa Monica, CA 90404"
27191,Tri-City Mental Health Center - Pomona,"2008 N. Garey Avenue, Pomona, CA 91767"
27192,VA Greater Los Angeles - Los Angeles Ambulatory Care Center,"351 East Temple Street, Los Angeles, CA 90012-3328"
27193,VAMC Long Beach,"5901 East Seventh Street, Long Beach, CA"
27194,Aurora Mental Health Center,"11059 Bethany Drive, Suite 200, Aurora, CO 80014"
27195,The Children's Hospital - Denver,"1056 East 19th Avenue, Denver, CO 80218-1088"
27196,Colorado Mental Health Institute at Fort Logan,"3520 West Oxford Avenue, Denver, CO 80236"
27197,Community Reach Center,"4371 E. 72nd Ave, Commerce City, CO 80022"
27198,University of Denver GSPP Internship Consortium Predoctoral Internship,"2450 S. Vine Street, Denver, CO 80208"
27199,Denver Health Medical Center,"667 Bannock Street, MC0320, Denver, CO"
27200,Capitol Region Mental Health Center,"500 Vine Street, Hartford, CT 06112"
27201,Connecticut Valley Hospital,"P.O. Box 351, River Street, Middletown, CT 06457"
27202,Greater Hartford Internship Consortium,"555 Willard Avenue, Newington, CT 06111"
27203,"Village for Families & Children, Inc.","1680 Albany Avenue, Hartford, CT 06105"
27204,Children's National Medical Center,"111 Michigan Avenue, NW, Washington, DC 20010-2970"
27205,Superior Court of the District of Columbia,"409 E Street NW, Washington, DC 20001"
27206,Veterans Affairs Medical Center Washington DC,"50 Irving Street, N.W., Washington, DC"
27207,Terry Children's Psychiatric Center,"10 Central Avenue, New Castle, DE 19720"
27208,GeoCare/South Florida State Hospital,"800 East Cypress Drive, Pembroke Pines, FL 33025"
27209,"Institute for Child and Family Health, Inc.","9380 Sunset Drive(SW 72 St.) Suite B-235, Miami, FL 33173"
27210,"Citrus Health Network, Inc.","4175 West 20th Avenue, Hialeah, FL 33012"
27211,"Coastal Behavioral Healthcare, Inc.","2435 Fruitville Road, Sarasota, FL 34237"
27212,Federal Correctional Institution - Tallahassee,"501 Capital Circle NE, Tallahassee, FL 32301"
27213,Florida State Hospital,"100 N. Main Street, P.O. Box 1000, Chattahoochee, FL 32324-1000"
27214,Miami-Dade County Community Action and Human Services Department,"Overtown Transit Village, 701 NW 1st Court 9th Floor, Miami, FL 33136"
27215,Northeast Florida State Hospital,"7487 South SR 121, Macclenny, FL 32063"
27216,Anne Brezina Dietetic Internship at James A. Haley Veterans Hospital,"13000 N. Bruce B. Downs Boulevard, Tampa, FL 33612-4745"
27217,Marcus Autism Center,"1920 Briarcliff Rd, Atlanta, GA 30329"
27218,Northwest Georgia Regional Hospital,"705 North Division Street, Rome, GA 30165"
27219,Charlie Norwood VA Medical Center,"950 15th Street Downtown or 1 Freedom Way Uptown, Augusta, GA 30904"
27220,"Veterans Affairs Medical Center, Decatur - GA","1670 Clairmont Road, Decatur, GA 30033"
27221,VA Central Iowa Health Care System,"3600 30th Street, Des Moines, IA 50310"
27222,Advocate Family Care Network,"4700 W. 95th Street, Suite LL5, Oak Lawn, IL 60453"
27223,Allendale Association,"Bradley Counseling Center, P.O. Box 1088, Lake Villa, IL 60046"
27224,Cermak Health Services of Cook County,"2800 South California Avenue, Chicago, IL 60608"
27225,Chicago Area Christian Training Consortium,"336 Gunderson Drive, Suite B, Carol Stream, IL 60188"
27226,University of Chicago Medical Center,"5841 South Maryland Avenue, Chicago, IL 60637-1470"
27227,Ann and Robert H. Lurie Children's Hospital of Chicago,"225 East Chicago Avenue, Chicago, IL 60611"
27228,Jewish Child and Family Services,"255 Revere Drive, Northbrook, IL 60062"
27229,La Rabida Children's Hospital,"East 65th Street at Lake Michigan, Chicago, IL 60649"
27230,The Menta Group,"1720 N. Randall Road, Aurora, IL 60506-1038"
27231,Oak Forest Hospital of Cook County,"15900 South Cicero Avenue, Oak Forest, IL 60452"
27232,Captain James A. Lovell Federal Health Care Center,"3001 Green Bay Road, North Chicago, IL 60064"
27233,Center for Behavioral Health,"645 South Rogers Street, Bloomington, IN 47403-2367"
27234,"Park Center, Inc.","909 East State Boulevard, Fort Wayne, IN 46805"
27235,Quinco Behavioral Health Systems,"720 N. Marr Road, Columbus, IN 47201"
27236,Regional Mental Health Center,"8555 Taft Street, Merrillville, IN 46410"
27237,Tri-City Community Mental Health Center,"3003 Indianapolis Blvd., East Chicago, IN 46312"
27238,Family Service & Guidance Center,"327 SW Frazier, Topeka, KS 66606-1963"
27239,VA Eastern Kansas Health Care System,"2200 SW Gage Boulevard, Topeka, KS 66622"
27240,Wichita Collaborative Psychology Internship Program,"1845 Fairmount, Box 91, Wichita, KS 67260-0091"
27241,Appalachian Regional Healthcare,"102 Medical Center Drive, Hazard, KY 41701"
27242,Jefferson County Internship Consortium,"914 E. Broadway, Suite 125, Louisville, KY 40204"
27243,Lexington VA Medical Center,"1101 Veterans Drive, Lexington, KY"
27244,Pinecrest Developmental Center,"PO Box 5191, Pineville, LA 71361-5191"
27245,Boston Medical Center Dental General Practice Residency 12 Months,"818 Harrison Avenue, Boston, MA 02118"
27246,Carson Center for Adults and Families,"77 Mill Street, Westfield, MA 01085"
27247,Community Healthlink Youth and Family Services,"275 Belmont Street, Worcester, MA 01604"
27248,Federal Medical Center - Devens,"P.O. Box 880, Devens, MA 01432"
27249,Franciscan Hospital for Children,"30 Warren Street, Boston, MA 02135"
27250,"The May Institute, Inc.","41 Pacella Park Drive, Randolph, MA 02368"
27251,"South Shore Mental Health Center, Inc.","500 Victory Road, Quincy, MA 02171"
27252,Tewksbury Hospital,"365 East Street, Tewksbury, MA 01876-1998"
27253,VA Central Western Massachusetts Healthcare System,"421 North Main Street, Leeds, MA 01053-9764"
27254,Westborough State Hospital,"P.O. Box 288, Westborough, MA"
27255,Worcester State Hospital,"305 Belmont Street, Worcester, MA 01604-1695"
27256,John L. Gildner Regional Institute for Children and Adolescents,"15000 Broschart Road, Rockville, MD 20850"
27257,Malcolm Grow USAF Medical Center,"1050 W Perimeter Road, Andrews AFB, MD 20762-6600"
27258,Spring Grove Hospital Center,"55 Wade Avenue, Catonsville, MD 21228"
27259,Springfield Hospital Center,"6655 Sykesville Road, Sykesville, MD 21784"
27260,Hawthorn Center,"18471 Haggerty Road, Northville, MI 48168"
27261,Henry Ford Behavioral Health Service,"One Ford Place, 1C, Detroit, MI 48202"
27262,Pine Rest Christian Mental Health Services,"300 68th Street SE, Grand Rapids, MI 49548"
27263,Battle Creek VA Medical Center,"5500 Armstrong Road, Battle Creek, MI 49037-7314"
27264,Children's Hospitals and Clinics of Minnesota,"2525 Chicago Avenue South, Minneapolis, MN 55404"
27265,Federal Medical Center - Rochester,"P.O. Box 4600, Rochester, MN 55903-4600"
27266,Hamm Clinic,"408 St. Peter St. Suite 429, St. Paul, MN 55102"
27267,Hazelden Mental Health Center,"15245 Pleasant Valley Road, Center City, MN 55012"
27268,Hennepin County Medical Center,"701 Park Avenue, Minneapolis, MN 55415"
27269,"Human Services, Inc.","7066 Stillwater Boulevard, North, Oakdale, MN"
27270,Children's Mercy Hospital,"2401 Gillham Road, Kansas City, MO 64108"
27271,Fulton State Hospital,"600 East Fifth Street, Mail Stop 400, Fulton, MO 65251"
27272,U.S. Medical Center for Federal Prisoners,"1900 West Sunshine, Springfield, MO 65807"
27273,VA St. Louis Health Care System - Jefferson Barracks Division,"1 Jefferson Barracks Drive, St. Louis, MO 63125"
27274,Center for Behavioral Medicine,"1000 East 24th Street, Kansas City, MO 64108"
27275,Pine Grove Behavioral Health and Addiction Services,"1 Lincoln Parkway Suite 201, Hattiesburg, MS 39402"
27276,Gulf Coast Veterans Health Care System,"400 Veterans Avenue, Biloxi, MS 39531-2410"
27277,CMC Randloph Behavioral Health Center,"501 Billingsley Road, Charlotte, NC 28211"
27278,Broughton Hospital,"1000 South Sterling Street, Morganton, NC 28655"
27279,Federal Correctional Complex - Butner,"P.O. Box 1600, Butner, NC 27509-1600"
27280,Durham VA Medical Center,"508 Fulton Street, Durham, NC 27705"
27281,W. G. Hefner VA Medical Center,"1601 Brenner Avenue, Salisbury, NC 28144"
27282,Norfolk Regional Center,"P. O. Box 1209, Norfolk, NE 68702-1209"
27283,"Riverbend Community Mental Health, Inc.","3 North State Street, Concord, NH 03301"
27284,"Seacoast Mental Health Center, Inc.","1145 Sagamore Avenue, Portsmouth, NH 03801"
27285,Ancora Psychiatric Hospital,"301 Spring Garden Road, Ancora, NJ 08037-9699"
27286,Greystone Park Psychiatric Hospital,"4th Floor MBC, 50 Koch Road, Morris Plains, NJ 07950"
27287,Trenton Psychiatric Hospital,"P.O. Box 7500, West Trenton, NJ 08628"
27288,VA New Jersey Health Care System - East Orange,"385 Tremont Avenue, East Orange, NJ 07018"
27289,VA Sierra Nevada Health Care System,"975 Kirman Avenue, Reno, NV 89502"
27290,Albert Einstein College of Medicine - Bronx Psychiatric Center,"1500 Waters Place, Bronx, NY 10461"
27291,Albert Einstein College of Medicine - Montefiore Medical Center,"111 E. 210th Street, Bronx, NY 10467"
27292,AHRC New York City,"83 Maiden Lane, New York, NY 10038"
27293,Astor Services for Children and Families,"390 Crystal Run Road Suite 107, Middletown, NY 10941"
27294,Rehabilitation Institute of Michigan,"261 Mack Blvd, Suite 555, Detroit, MI 48201"
27295,Brookdale University Hospital and Medical Center,"One Brookdale Plaza, Brooklyn, NY 11212-3198"
27296,Mary Free Bed Hospital,"235 Wealthy SE, Grand Rapids, MI 49503-5299"
27297,Wilford Hall Medical Center,"2200 Bergquist Drive, Lackland AFB, TX 78236-5300"
27298,"Veterans Affairs Medical Center, West Haven - CT","950 Campbell Avenue, West Haven, CT"
27299,Andrus Children's Center,"19 Greenridge Avenue, White Plains, NY 10605"
27300,VA Puget Sound Health Care System - Seattle Division,"1660 South Columbian Way, Seattle, WA 98108"
27301,VA Pittsburgh Healthcare System,"7180 Highland Drive, Pittsburgh, PA"
27302,VAMC Palo Alto,"3801 Miranda Avenue, Palo Alto, CA 94304"
27303,Milwaukee VA Medical Center,"5000 West National Avenue, Milwaukee, WI 53295"
27304,Kansas City VA Medical Center,"4801 Linwood Boulevard, Kansas City, MO 64128"
27305,Dallas VA Medical Center,"4500 South Lancaster Road, Dallas, TX 75216"
27306,Tripler Army Medical Center,"1 Jarrett White Road, Honolulu, HI 96859-5000"
27307,VA Pacific Islands Health Care System,"459 Patterson Road, Honolulu, HI 96819"
27308,Louis Stokes Cleveland VA Medical Center,"10701 East Boulevard, Cleveland, OH 44106"
27309,Deer Oaks Mental Health Associates,"4419 North McColl Road, McAllen, TX 78572"
27310,VA Boston Healthcare System - Jamaica Plain,"150 South Huntington Avenue, Boston, MA 02130"
27311,Saint Elizabeth's Hospital,"1100 Alabama Ave SE, Washington, DC 20032"
27312,Northwest Ohio Consortium,"Kobacker Center, 3130 Glendale Avenue, Toledo, OH 43614-5810"
27313,The Children's Village,"One Echo Hills, Dobbs Ferry, NY 10522"
27314,"Veterans Affairs Medical Center, New Orleans - LA Dental Service General Practice Residency 12 Months","1601 Peridido Street, New Orleans, LA 70112"
27315,Chicago-Read Mental Health Center,"4200 North Oak Park Avenue, Chicago, IL 60634"
27316,Shasta County Mental Health Center,"P. O. Box 496048, Redding, CA 96049-6048"
27317,Wyoming State Hospital,"P.O. Box 177, 831 S. Hwy 150, Evanston, WY 82931-0177"
27318,Cornerstone Behavioral Health,"195 Feather Way, P.O. Box 6005, Evanston, WY 82931-6005"
27319,Mendota Mental Health Institute,"301 Troy Drive, Madison, WI 53704"
27320,Lincoln Hills School,"Wisconsin Division of Juvenile Corrections, Wales, WI 53183-0900"
27321,Aurora Behavioral Health Services,"1220 W. Dewey Avenue, Wauwatosa, WI 53213"
27322,Western State Hospital,"9601 Steilacoom Boulevard, SW, Tacoma, WA 98498-7213"
27323,VA Puget Sound Health Care System - American Lake Division,"9900 Veterans Drive, Tacoma, WA 98493"
27324,Spokane Mental Health,"South 107 Division, Spokane, WA 99202"
27325,Madigan Army Medical Center,"9040 Reid Street, Tacoma, WA"
27326,Woodburn Center for Community Mental Health,"3340 Woodburn Road, Annandale, VA 22003"
27327,Virginia Treatment Center for Children,"Box 980489, Richmond, VA 23298-0489"
27328,Wasatch Mental Health,"750 North Freedom Blvd, Provo, UT 84601"
27329,Valley Mental Health,"1141 East 3900 South, Suite A-125, Salt Lake City, UT 84124"
27330,Utah State Hospital,"1300 East Center Street, Provo, UT 84603-0270"
27331,Primary Children's Medical Center,"5770 S. 1500 W., Building C, Salt Lake City, UT"
27332,Central Texas Veterans Health Care System - Temple,"1901 Veterans Memorial Drive, Temple, TX 76504"
27333,Creedmoor Psychiatric Center,"79-25 Winchester Boulevard, Queens Village, NY 11427"
27334,Dutchess County Department of Mental Hygiene,"230 North Road, Poughkeepsie, NY 12601"
27335,Gouverneur Hospital,"227 Madison Avenue, Room 305, New York, NY 10002"
27336,Hudson River Regional Internship Program,"10 Ross Circle, Poughkeepsie, NY 12601-1078"
27337,Hutchings Psychiatric Center,"620 Madison Street, Syracuse, NY 13210"
27338,Interfaith Medical Center,"1545 Atlantic Avenue, Brooklyn, NY 11213"
27339,"Jewish Board of Family and Children's Services, Inc.","135 West 50th Street, New York, NY 10020"
27340,Jewish Child Care Association of New York,"1075 Broadway, P.O. Box 237, Pleasantville, NY 10570"
27341,Karen Horney Clinic,"329 East 62nd Street, New York, NY 10021"
27342,Kings County Hospital Center,"451 Clarkson Avenue, Brooklyn, NY"
27343,Lenox Hill Hospital,"100 East 77th Street, New York, NY 10021"
27344,Lincoln Medical and Mental Health Center,"234 East 149th Street, Bronx, NY 10451"
27345,Maimonides Medical Center,"4802 10th Ave, Brooklyn, NY"
27346,Manhattan Psychiatric Center,"Wards Island Complex, New York, NY 10035"
27347,MercyFirst,"525 Convent Road, Syosset, NY 11791-3864"
27348,Elmhurst Hospital Center/ Mount Sinai Services,"79-01 Broadway, Elmhurst, NY 11373"
27349,Jacobi Medical Center,"1400 Pelham Parkway South, Bronx, NY 10461"
27350,North Shore University Hospital Sandra Atlas Bass Campus,"300 Community Drive, Manhasset, NY 11030"
27351,Pilgrim Psychiatric Center,"998 Crooked Hill Road, West Brentwood, NY 11717-1087"
27352,New York City Children's Center - Queens Campus,"74-03 Commonwealth Boulevard, Bellerose, NY 11426"
27353,Sunset Park Mental Health Center,"514 49th Street, Brooklyn, NY 11220"
27354,Ulster County Mental Health Department,"239 Golden Hill Lane, Kingston, NY 12401"
27355,VA NY Harbor Healthcare System - Manhattan,"423 East 23rd Street, New York, NY 10010"
27356,"Westchester Jewish Community Services, Inc.","845 North Broadway, White Plains, NY 10603"
27357,Applewood Centers,"2525 East 22nd Street, Cleveland, OH 44115-3266"
27358,Child and Adolescent Services Center,"4641 Fulton Drive, NW, Canton, OH 44718"
27359,Nationwide Children's Hospital,"700 Children's Drive, Columbus, OH 43205"
27360,Cincinnati Children's Hospital Medical Center,"3333 Burnet Avenue, Cincinnati, OH"
27361,Cincinnati VA Medical Center,"3200 Vine Street, Cincinnati, OH 45220"
27362,Dayton VA Medical Center,"4100 West Third Street, Dayton, OH"
27363,Northeastern Oklahoma Psychology Internship Program,"24800 South 4420 Road PO Box 69, Vinita, OK 74301"
27364,Morrison Family and Child Services,"1818 SE Division Street, Portland, OR 97202"
27365,Allegheny General Hospital,"320 East North Avenue, Pittsburgh, PA"
27366,The Children's Hospital of Philadelphia,"021 Seashore House, 3405 Civic Center Boulevard, Philadelphia, PA 19104-4302"
27367,The Devereux Foundation,"2012 Renaissance Boulevard, King of Prussia, PA 19406"
27368,Erie Psychological Consortium Predoctoral Internship,"120 East 2nd Street, Erie, PA 16507"
27369,Friends Hospital,"501 Student Health Center, University Park, PA 16802"
27370,Milton Hershey School,"1201 Homestead Lane, PO Box 830, Hershey, PA 17033"
27371,Pennsylvania Hospital,"245 South 8th St., Philadelphia, PA 19107"
27372,Philhaven Hospital,"283 South Butler Road, Mount Gretna, PA"
27373,Sarah A. Reed Children's Center,"2445 West 34th Street, Erie, PA 16506"
27374,VA Medical Center Coatesville,"Black Horse Road, Coatesville, PA 19320-2097"
27375,Western Psychiatric Institute & Clinic,"3811 O'Hara Street, Pittsburgh, PA 15213"
27376,VA Caribbean Healthcare System,"10 Casia Street, San Juan, PR 00921-3201"
27377,William S. Hall Psychiatric Institute,"2100 Bull Street, Columbia, SC 29202"
27378,VA Black Hills Health Care System,"113 Comanche Road, Fort Meade, SD 57741"
27379,Cherokee Health Systems,"2018 Western Avenue, Knoxville, TN 37921"
27380,Guidance Center,"18 North Church Street, Murfreesboro, TN 37133-1559"
27381,Tennessee Internship Consortium,"1432 E. Lee Highway, Loudon, TN 37774"
27382,James H. Quillen VA Medical CenterVA Mountain HomeVeterans Affairs Medical Center,"Corner of Lamont & Veterans Way, Mountain Home, TN 37684"
27383,Veterans Affairs Medical Center - Nashville TN,"1310- 24th Avenue South, Nashville, TN 37212-2637"
27384,Dallas Metropolitan Internship Consortium,"P.O.Box 750195, Dallas, TX 75275-0195"
27385,Federal Correctional Institution - Fort Worth,"3150 Horton Road, Fort Worth, TX 76119"
27386,"Salesmanship Club Youth and Family Centers, Inc.","106 East 10th Street, Dallas, TX 75302"
27387,Virginia Beach City Public Schools,"1413 Laskin Road, Virginia Beach, VA 23451"
27388,Syracuse VA Medical Center,"800 Irving Avenue, Syracuse, NY 13210"
27389,World Training Academy,"M-4 F Street, Bayamon, PR 00957"
27390,Universal Barber College,"1202 South 7th Avenue, Phoenix, AZ 85007"
27391,Branford Academy of Hair and Cosmetology,"251 West Main Street, Building 2, Suite #10, Branford, CT 06405"
27392,Shear Excellence Hair Academy,"3663 & 3679 West Waters Avenue, Tampa, FL 33614"
27393,Shear Excellence Hair Academy,"3244 Lithia Pinecrest Rd., Valrico, FL 33594"
27394,Shear Excellence Hair Academy,"2800 North Mac Dill Ave, Tampa, FL 33607"
27395,Tricoci University of Beauty Culture LLC,"9725 Crosspoint Commons, Indianapolis, IN 46256"
27396,"Corinth Academy of Cosmetology, Inc","509 Cruise Street, Corinth, MS 38834"
27397,Tupelo Academy of Cosmetology,"205 Commerce Street, Tupelo, MO 38804"
27398,BJ?s Beauty & Barber College,"435 East Main Stret, Auburn, WA 98002"
27399,Borner's Barber College,"8913 South Western Avenue, Los Angeles, CA 90047"
27400,Borner's Barber College - Long Beach,"5723 Atlantic Avenue, Long Beach, CA 90805"
27401,Borner's Barber College,"1284 North Lake Avenue, Pasadena, CA 91104"
27402,Aveda Institute Tallahassee,"2020 West Pensacola Street, Tallahassee, FL 32304"
27403,Aveda Institute Jacksonville,"10601 San Jose Boulevard, Suite 7, Jacksonville, FL 32257"
27404,Aveda Institute - Tampa Bay,"28272 U.S. Highway 19 North, Clearwater, FL 33761"
27405,Cozmo Beauty School,"10347 Bonita Beach Road, Unit #103, Bonita Springs, FL 34135"
27406,Knoxville Institute of Hair Design,"1221 North Central Street, Knoxville, TN 37917"
27407,The Wisconsin Academy,"880 Frontage Road, Suite #1, Peshtigo, WI 54157"
27408,Designer's Beauty School of Cosmetology,"401 Market Street, East Liverpool, OH 43920"
27409,Hudson Valley School of Massage Therapy,"1723 Route 9W, P.O. Box 174, West Park, NY 12493"
27410,Marks-To Beauty Academy,"1614 Brentwood Drive, Pine Bluff, AR"
27411,Academy of Career Training,"3501 West Vine Street, Suite #111, Kissimmee, FL"
27412,Academy of Career Training,"1260 Deltona Boulevard, Deltona, FL 32725"
27413,Professional Academy of Cosmetology LLC,"516 East Marshall Street, Norristown, PA 19401"
27414,Paul Mitchell the School Austin,"9503 Research Boulevard, Building 3, Suite 310, Austin, TX 78759"
27415,Dominion School of Hair Design,"1755 George Washington Memorial Highway, Gloucester Point, VA 23062"
27416,Toni Love's Cosmetology Training Center,"357 Market Street, Moundville, AL"
27417,L'esprit Academy,"42083 Ford Road, Canton, MI 48187"
27418,"L'espirit Academy, INC.","501 South Washington, Royal Oak, MI 48067"
27419,Elite College of Cosmetology,"459 North Main Street, Lexington, TN 38351"
27420,Manuel & Theresa's School of Hair Design,"715 South Texas Avenue, Bryan, TX 77803"
27421,Manuel & Theresa's School of Hair Design - Victoria,"1405 East North, Victoria, TX 77902"
27422,Manuel & Theresa School of Hair Design,"1315 Highway 105, #102, Brenham, TX 77833"
27423,Bio Kosmetique Institute of Aesthetics,"11075 South State Street, Sandy, UT 84070"
27424,Victoria's Academy of Cosmetology,"23 West 1st Avenue, Kennewick, WA 99336"
27425,Orange Park International School of Beauty,"2170 Park Avenue, Orange Park, FL 32073"
27426,4Cs The Center for Child Care Careers,"2 Market Street, 3rd Floor, Paterson, NJ 07501"
27427,4Cs The Center for Child Care Careers,"101 Oliver Street, Paterson, NJ"
27428,"Academia Language School, Inc.","1600 Kapiolani Blvd., Suite 1215, Honolulu, HI 96814"
27429,"AF International School of Languages, Inc","3625 Thousand Oaks Blvd., Westlake Village, CA"
27430,AF International College Los Angeles,"3807 Wilshire Blvd. Suite 600, Los Angeles, CA 90010"
27431,ALPS Language School,"430 Broadway East, Seattle, WA 98102"
27432,American Academy of English,"530 Golden Gate Avenue, San Francisco, CA 94102"
27433,American Academy of English,"92-17th Avenue, San Mateo, CA 94402"
27434,American Academy of English,"212 Ninth Street, Unit 313, Oakland, CA 94612"
27435,American English College,"111 N. Atlantic Blvd., Suite 112, Monterey Park, CA 91754"
27436,American English College - Rowland Heights,"18888 Labin Court, Suite #B211, Rowland Heights, CA 91748"
27437,American English Academy Los Angeles Trade Technical College,"400 West Washington Blvd., Bldg E, Los Angeles, CA 90015-4181"
27438,"Andrew Terranova and Associates, Inc. Dale Carnegie Training","2350 N. Forest Road, Getzville, NY"
27439,ASPECT Int'l Language Academies,"One West Victoria Street, Santa Barbara, CA"
27440,ASPECT Int'l Language Academies at University of Central Florida,"12501 Research Parkway, Suite 200, Orlando, FL"
27441,international education,", huntington park, CA"
27442,"ASPIRA, Inc. de Puerto Rico","P.O. Box 29132, San Juan, PR 00929-0132"
27443,Automeca Technical College,"452 Calle Villa, Ponce, PR"
27444,Bilingual Education Institute,"6060 Richmond Avenue, Suite 180, Houston, TX 77057"
27445,Boston Academy of English dba Stafford House International,"38 Chauncy Street, 8th Floor, Boston, MA 02111"
27446,"Brescook, LLC Dale Carnegie Training","2331 York Road, Suite 202, Timonium, MD"
27447,"Brescook, LLC Dale Carnegie Training","11140 Rockville Pike, Ste 650, Rockville, MD"
27448,"Brescook, LLC Dale Carnegie Training","1539 Springhill Road, Ste 120, Vienna, VA"
27449,"Brescook, LLC Dale Carnegie Training","4813 Jonestown Road, Ste 206, Harrisburg, PA"
27450,"Brescook, LLC Dale Carnegie Training","7250 Parkway Drive, Suite 220, Hanover, MD"
27451,"Bridge Education Group, Inc.","225 East 16th Avenue, Suite 120, Denver, CO 80203"
27452,BridgePathways at Philadelphia University,"4201 Henry Avenue, Philadelphia, PA 19144"
27453,BridgePathways at Chadron State College,"1000 Main Street, Chadron, NE 69337"
27454,BridgePathways at Colorado Mesa University,"1100 North Avenue, Grand Junction, CO 81501"
27455,MSUD Student Success Building,"890 Auraria Pkway # 410, Denver, CO 80204"
27456,Bridge at Manhattanville College,"2900 Purchase St, Purchase, NY 10577"
27457,Bridge at Western New England University,"1215 Wilbraham Rd, Springfield, MA 01119"
27458,Bridge at Husson University,"1 College Dr, Bangor, ME 04401"
27459,"Bridge at Concordia University, St. Paul","1282 Concordia Avenue, St. Paul, MN 55104"
27460,"Business Skills Institute, a Department of the Education Center","1013 Cheyenne Drive, Suite A, Evanston, WY 82930"
27461,Caguas Inst. of Mechanical Technology,"Calle B, No. 39-40, Caguas, PR"
27462,Zoni Regent Language Training U.S.A,"765 41st Street, Miami Beach, FL"
27463,"Wray K. Powell & Associates, Inc. Dale Carnegie Training","2800 N. Parham Road, Suite 102, Richmond, VA 23294"
27464,"Worldwide Language Resources,Inc.","94 River Street, Rumford, ME"
27465,"Worldwide Language Resources,Inc.","56 King Hill Road, South Paris, ME"
27466,Transworld Schools,"701 Sutter Street, 7th Floor, San Francisco, CA"
27467,Thomas J. Kiblen & Associates Dale Carnegie Training,"2525 Cherry Avenue Suite #105, Long Beach, CA"
27468,"The Olin Center for International Study, Inc.","342 Newbury Street, Boston, MA"
27469,Career Management Institute,"1518 W. La Veta Avenue, Orange, CA 92868"
27470,"CB&T, Inc. Dale Carnegie Training","7200 NW 86th Street, Suite A, Kansas City, MO 64153"
27471,"Center for Asia-Pacific Exchange, The","1616 Makiki Street, Honolulu, HI 96822"
27472,"Center for Asia-Pacific Exchange, The - Honolulu","2465 Campus Road, University of Hawaii at Manoa, Honolulu, HI 96822"
27473,Center of English Language,"3434 Forest Lane, Dallas, TX"
27474,"Charles D. Eubank & Associates, Inc. Dale Carnegie Training","747 Oak Hill Road, Evansville, IN 47711-5369"
27475,Colorado School of English,"331 14th Street, Suite 300, Denver, CO"
27476,Dale Carnegie Training of Utah,"180 South 300 West, Suite 315, Salt Lake City, UT 84101"
27477,Diversified Vocational College - Los Angeles,"1670 Wilshire Boulevard, Los Angeles, CA 90017"
27478,Diversified Language Institute - Torrence,"3525 Lomita Boulevard, Torrance, CA 90505"
27479,Diversified Language Institute - San Diego,"1403 Sixth Avenue, San Diego, CA 92101"
27480,Diversified Vocational College - Los Angeles,"11209 S. La Cienega Boulevard, Los Angeles, CA 90045"
27481,Diversified Vocational College - Glendale,"217 E Wilson Avenue, Glendale, CA 91206"
27482,E. J. Taylor Corporation Dale Carnegie Training,"4814 Fox Chase Road, Greensboro, NC"
27483,"Eddie C. Snow & Associates, Inc. Dale Carnegie Training","304 Pendleton Way, Oakland, CA"
27484,EF International Schools of English,"200 Lake Street, Boston, MA 02135"
27485,EF International Language Schools - Olympia,"Seminar Building, 2700 Evergreen Parkway, NW, Room 4154, Olympia, WA 98505"
27486,EF International Language Schools - Tarrytown,"100 Marymount Avenue, Tarrytown, NY 10591-3796"
27487,EF Language Centers Mills College,"5000 MacArthur Boulevard, Oakland, CA"
27488,EF International Language Schools - Miami Beach,"2469 Collins Avenue, Miami Beach, FL 33140"
27489,EF International Language Schools - Santa Barbara,"1421 Chapala Street, Santa Barbara, CA 93101"
27490,EF International Language Schools - Redondo Beach,"1650 South Pacific Coast Highway, Redondo Beach, CA 90277"
27491,EF International Language Schools - San Diego,"3475 Kenyon Street, San Diego, CA 92110"
27492,EF International Language Schools - San Francisco,"2748 Hyde Street, San Francisco, CA 94109"
27493,EF International Schools of English in Boston,"2650 Durant Avenue, Berkeley, CA 94720"
27494,EF International Language Schools - Honolulu,"1833 Kalakaua Avenue, Honolulu, HI 96815"
27495,"EF International Language Schools, Inc. d/b/a EF International Language Centers","One Education Street, Cambridge, MA 02141"
27496,EF International Language Schools - Chicago,"122 S. Michigan Avenue, Suite 1650, Chicago, IL 60603"
27497,EF International Language Schools - Washington DC,"6896 Laurel Street NW, Washington, DC 20012"
27498,EF International Language Centers,"4484 Peachtree Road, NE, Atlanta, GA 30319"
27499,EF International Language Schools - Boston,"28 State Street, 36th Floor, Boston, MA 02109"
27500,EF International Language Schools - Atlanta,"4484 Peachtree Road, NE, Atlanta, GA 30319"
27501,EF International Schools of English in Los Angeles,"9757 Zelzah, Building 12, Suite 112, Northridge, CA 91330-8363"
27502,ELS Language Centers,"7 Roszel Road, Princeton, NJ 08540-6306"
27503,ELS Language Centers at College of the Canyons,"26455 Rockwell Canyon Road, Santa Clarita, CA"
27504,ELS Language Centers - La Verne,"1886 3rd Street, La Verne, CA 91750"
27505,ELS Language Centers - Berkeley,"2425 Prospect Street, Berkely, CA"
27506,ELS Language Centers - San Rafael,"50 Acacia Avenue, San Rafael, CA 94901-8008"
27507,ELS Language Centers - River Forest,"7900 West Division Street, River Forest, IL 60305-1499"
